season,episode,dialog,num_words,speaker
2,1,It's Lily's credit card bill. She must have forgotten to switch her address.,13,<strong>Marshall</strong>
2,1,So?,1,<strong>Ted</strong>
2,1,I wonder what kind of charges she's making out there.,10,<strong>Marshall</strong>
2,1,"No, no. No good can come from looking at this. You've made too much progress already.",16,<strong>Ted</strong>
2,1,"I know, but I just...",5,<strong>Marshall</strong>
2,1,"August 5, one charge - tickets. To what? George Clinton and the P-Funk All Stars. August 10, one charge, Tennis Emporium. August 18, two charges. Mario's bistro and - get this - Pet Palace. You guys see what it means right?",41,<strong>Marshall</strong>
2,1,"Wow, Mario's bistro. What a perfect place to whore around.",10,<strong>Lily</strong>
2,1,Only the best for my little Lily Pad.,8,<strong>George Clinton</strong>
2,1,"Oh funk legend George Clinton, I am so glad you spotted me at your concert an drag me on stage to dance with you Courteney Cox style.",27,<strong>Lily</strong>
2,1,I am so glad you agreed to play tennis with me.,11,<strong>George Clinton</strong>
2,1,"Oh you know, Marshall tried to get me to play tennis for nine years but I didn't do it because I never truly loved him.",25,<strong>Lily</strong>
2,1,I got you a gift.,5,<strong>George Clinton</strong>
2,1,"Oh! A ferret. I'll buy it some food next door at the Pet Palace. I've always wanted one, but Marshall have this secret phobia of ferrets.",26,<strong>Lily</strong>
2,1,I bet that's something he made you promise to tell nobody.,11,<strong>George Clinton</strong>
2,1,"It was! Oh, I love you funk legend George Clinton<strong>.</strong>",10,<strong>Lily</strong>
2,1,"I love you too, Lily. That's right Marshall, she's all mine. Now I'm gonna let her play with my hair.",20,<strong>George Clinton</strong>
2,1,That's the craziest thing I've ever heard.,7,<strong>Ted</strong>
2,1,"Yeah. Why are you afraid of ferrets, they are adorable<strong>.</strong>",10,<strong>Robin</strong>
2,1,"Because, Robin, they are like fuzzy tube-shaped rats.",8,<strong>Marshall</strong>
2,1,Those charges are from a month ago.,7,<strong>Barney</strong>
2,1,Exactly!,1,<strong>Ted</strong>
2,1,"For new charges, you have to go to her online account. You can see credit card activity from like two hours ago. But... You know... Don't... <em>(Marshall leaves the bar, running).</em>",31,<strong>Barney</strong>
2,1,Why do you talk? Why do you talk?,8,<strong>Ted</strong>
2,1,"He needs her password. Its not like he has her password. Ooh, he has her password. This is... He has her password.",22,<strong>Barney</strong>
2,1,"There is a charge from earlier today. The Kellet Hotel, on Fifth. I don't believe this. Lily is back in New-York. (...) I can't believe this. Lily's in New-York? I guess I'd been thinking when she got back she's call me. That's the only reason I've been able to hold it together so far this summer.",56,<strong>Marshall</strong>
2,1,This has been holding in together?,6,<strong>Robin</strong> <em>(to Ted)</em>
2,1,"OK, you know what? I'm calling her.",7,<strong>Marshall</strong>
2,1,"No! You're not calling her. This changes nothing. <em></em> You, come here<strong>.</strong> <em>.</em> While we're away this weekend can you keep an eye on him? Make sure he doesn't call her hotel.",32,<strong>Ted</strong>
2,1,You want me to baby-sit him? 20 bucks. An hour. And money for pizza.,14,<strong>Barney</strong>
2,1,Um yeah. How about you do it for free or every time we hang out you have to watch this. <em></em> Come here my little baby. <em></em>,27,<strong>Ted</strong>
2,1,"OK, I'll do it! Stop being a couple.",8,<strong>Barney</strong>
2,1,Marshall!,1,<strong>Robin</strong>
2,1,Marshall! Marshall!,2,<strong>Ted</strong>
2,1,"Ted, I know I shouldn't do this but I have to<strong>!</strong>",11,<strong>Marshall</strong>
2,1,Everything we've worked so hard for...!,6,<strong>Ted</strong>
2,1,"Hello, Lily Aldrin's room please. Thank you.",7,<strong>Marshall</strong>
2,1,Hang up now!,3,<strong>Ted</strong>
2,1,"Ted, I can't hang up now.",6,<strong>Marshall</strong>
2,1,Hang up now! Hang up now! Hang up now! Hang up!,11,<strong>Ted</strong>
2,1,Hello?! <em></em> A guy answered. There is... There is a guy in her room. I'm going down there.,18,<strong>Marshall</strong>
2,1,No!,1,<strong>Barney</strong>
2,1,"Dude, you can't...",3,<strong>Ted</strong>
2,1,I have to go down there and I have to tell her I love her. I have to beg to take me back even if I have to tell on my knees.,32,<strong>Marshall</strong>
2,1,"Marshall, you can't do that!",5,<strong>Robin</strong>
2,1,Really? Why not?,3,<strong>Marshall</strong>
2,1,56 days. That's how long it took me to get right about here.,13,<strong>Ted from 2030</strong>
2,1,"Because you're pathetic! I'm sorry. But right now, you are not Marshall. You are the miserable, whining, shampoo-sniffing ghost of Marshall and frankly, a guy like you doesn't have a shot in hell with a girl like Lily. You know who might have a shot somewhere down the line? Marshall. The real Marshall. But if you go down there now like this, you'll blow it for him and he's never gonna forgive you. Of course, whatever I say, you just will do the opposite so, have a great weekend, good luck screwing up your life. Come on, Robin... Is it still OK if we borrow the car?",107,<strong>Ted</strong>
2,1,Bold. Bold to go for the car.,7,<strong>Barney</strong>
2,1,What?,1,<strong>Ted</strong>
2,1,I didn't say a thing.,5,<strong>Robin</strong>
2,1,You think I was too hard on him.,8,<strong>Ted</strong>
2,1,I didn't say a thing.,5,<strong>Robin</strong>
2,1,I can't believe you're accusing me to be too hard on him. You're the one who said tough love.,19,<strong>Ted</strong>
2,1,"Yeah, tough love, not hand the guy a noose.",9,<strong>Robin</strong>
2,1,"Oh, but it's OK to hand him a 9 mm? Yeah. He told me. So you're a gun nut?",19,<strong>Ted</strong>
2,1,"No, I'm a gun enthusiast.",5,<strong>Robin</strong>
2,1,Do you know how many people are killed...,8,<strong>Ted</strong>
2,1,The Second Amendment protects my right to bear arms...,9,<strong>Robin</strong>
2,1,"Alright, alright. I was too hard on him.",8,<strong>Ted</strong>
2,1,A little.,2,<strong>Robin</strong>
2,1,"I'm gonna call Barney, see how they're doing.",8,<strong>Ted</strong>
2,1,Barney.,1,<strong>Barney</strong>
2,1,"Uh, hey. Where are you guys?",6,<strong>Ted</strong>
2,1,We're at a fundraiser helping young women raise money for college.,11,<strong>Barney</strong>
2,1,Strip-club. Nice. Is Marshall OK?,5,<strong>Ted</strong>
2,1,"Yeah, he's here and he's great. Hang on. Marshall, tell Ted... Uh-oh.",12,<strong>Barney</strong>
2,1,Already?,1,<strong>Stripper</strong>
2,1,What? What uh-oh?,3,<strong>Ted</strong>
2,1,He's gone.,2,<strong>Barney</strong>
2,1,You lost him? I can't believe it! He's gonna go down to that hotel.,14,<strong>Ted</strong>
2,1,"Crap, you're right. OK, here is the plan. Here is the plan. You go down to the hotel and find him. I'll stay here and get a lap dance. Bye Ted!",31,<strong>Barney</strong>
2,1,Barney!<em>[End of the phone call]</em>,5,<strong>Ted</strong>
2,1,Is there a hot tube at your uncle's place?,9,<strong>Robin</strong>
2,1,A really nice one.,4,<strong>Ted</strong>
2,1,"Hi. Uh, could you tell me what room Lily Aldrin's in? Thanks. Marshall!",13,<strong>Ted</strong>
2,1,Hey.,1,<strong>Marshall</strong>
2,1,What happened?,2,<strong>Ted</strong>
2,1,"Well, I went up to Lily's floor...",7,<strong>Marshall</strong>
2,1,"...and I had this little speech in my head. Everything I've been wanting to say to her all summer about love, loyalty, respect. I knocked on the door. <em>.",29,<strong>Marshall</strong>
2,1,You knocked out Lily's new boyfriend?,6,<strong>Ted</strong>
2,1,Yeah. It wasn't Lily's boyfriend.,5,<strong>Marshall</strong>
2,1,What? Who was he?,4,<strong>Ted</strong>
2,1,"His name was Joey Adalian. He went by a number of aliases as an identity thief. Apparently, earlier in the summer...",21,<strong>Ted from 2030</strong>
2,1,"Oh, this is so embarrassing. I could've sworn I have some change. I know, I know, I'm sorry. Oh, here we go. No that's, that's a button... It was a button. Do you take credit cards?",36,<strong>Lily</strong>
2,1,"Yes, I do<strong>.</strong><em>[End of flashback]</em>",5,<strong>Waiter/Joey Adalian</strong>
2,1,"So Lily is not back in town and she doesn't have a boyfriend. That's good news, right?",17,<strong>Ted</strong>
2,1,Yeah. I don't know. Those credit card charges were the only remaining connection I had to her. I don't know where she is or what she's doing. She was my whole life man and now she's... She's gone.,38,<strong>Marshall</strong>
2,1,"You know, first day at college, I showed up, I was so freaked out and I got up to my room and there was my roommate, lying on the bed with his feet up on the wall. He had headphones on, a big smile on his face like he just didn't give a crap. Happy. Confident. Not afraid of anything. That guy was you. You before you met Lily.",69,<strong>Ted</strong>
2,1,Ted.,1,<strong>Marshall</strong>
2,1,Yeah.,1,<strong>Ted</strong>
2,1,I was high that day. I was. I was so high I thought you were the dean.,17,<strong>Marshall</strong>
2,1,"What I'm saying is, there's a version of you without Lily and... It's not this. You can't let Lily stole your identity the way that guy stole hers.",28,<strong>Ted</strong>
2,1,"OK.OK! Resolved. Starting tomorrow, I'm going to start being OK. Cheers.",11,<strong>Marshall</strong>
2,1,Cheers.,1,<strong>Ted</strong>
2,1,"But it wasn't. 'cause that's no how life works. The next day he found one of her socks or something and we were back to square one. And then, one morning...",31,at the apartment.</em><strong>Ted from 2030</strong>
2,1,Ted. Ted you should see this.,6,<strong>Robin</strong>
2,1,"Oh, what now? Marshall? What are you doing?",8,<strong>Ted</strong>
2,1,It's Sunday. It's pancakes day.,5,<strong>Marshall</strong>
2,1,"It took him 67 days and one really disgusting batch of pancakes, but Marshall had come back from the dead. Because while baseball, strippers and guns can help, the only thing that can really heal a broken heart is time.",40,<strong>Ted from 2030</strong>
2,1,"//foreverdreaming.org/"" title=""Forever Dreaming"">Forever Dreaming</a>. <strong class=""nowrap"">All rights reserved</strong>.",8,"&copy; 2000-2021 <a rel=""nofollow"" target=""_blank"" href=""http"
2,2,"Marshall and Lily have together for nine wonderful years until she dumped him and ran off to San Francisco. The healing process was taking a long time. Then, one night he made a giant leap forward.",36,<strong>Ted from 2030</strong>
2,2,"Alright, see you guys later.",5,<strong>Robin</strong>
2,2,I'll walk you out.,4,<strong>Ted</strong>
2,2,See ya.,2,<strong>Marshall</strong>
2,2,You just checked out Robin's ass.,6,<strong>Barney</strong>
2,2,"What? No. I... Barney, I was...",6,<strong>Marshall</strong>
2,2,"Dude, that's awesome! You're finally forgetting about that short redhead.",10,<strong>Barney</strong>
2,2,Lily.,1,<strong>Marshall</strong>
2,2,"Yes, Lily, thank you. That was gonna drive me crazy all night. Hey, Ted! Marshall's just checked out your girlfriend's ass.",21,<strong>Barney</strong>
2,2,I did not Ted...,4,<strong>Marshall</strong>
2,2,Awesome! You're finally getting better.,5,<strong>Ted</strong>
2,2,"This is the moment I've been waiting for. Starting tonight, I'm gonna teach you how to live. Ted, you're out of chance, Marshall's in.",24,<strong>Barney</strong>
2,2,Yes!,1,<strong>Ted</strong>
2,2,"Oh, God!",2,<strong>Marshall</strong>
2,2,"Marshall, being a single guy in New York city is like... Pfff... What does everybody like?",16,<strong>Barney</strong>
2,2,Candy.,1,<strong>Marshall</strong>
2,2,Yeah! It's like being in a candy store. You just walk right in and grab yourself some Whoppers. Yeah. Is Whoppers the best ones?,24,<strong>Barney</strong>
2,2,Mounds.,1,<strong>Ted</strong>
2,2,Milk Duds.,2,<strong>Barney</strong>
2,2,Gobstoppers.,1,<strong>Ted</strong>
2,2,Um...,1,<strong>Barney</strong>
2,2,This went on for another hour. I'll just skip to the end.,12,<strong>Ted</strong> <strong>from 2030</strong>
2,2,Dubble Bubbles.,2,<strong>Ted</strong>
2,2,"Nice! Marshall, we're doing this. I am not taking no for an answer.",13,<strong>Barney</strong>
2,2,Fine.,1,<strong>Marshall</strong>
2,2,Hey Robin. Marshall checked out your ass.,7,<strong>Ted</strong> <em>(on the phone)</em>
2,2,"Ted, what is wrong with you?",6,<strong>Marshall</strong>
2,2,"He checked out my ass? Hey, tell him thanks. I felt like I was having a bad ass day. Cool. See ya.",22,<strong>Robin</strong> <em>(on the phone)</em>
2,2,Lily.,1,<strong>Robin</strong>
2,2,It is a great ass.,5,<strong>Lily</strong>
2,2,"None of us had seen Lily in three months. There were so many unanswered questions, so many things to say.",20,<strong>Ted from 2030</strong>
2,2,Your hair is adorable!,4,<strong>Robin</strong>
2,2,Thank you! <em></em>,3,<strong>Lily</strong>
2,2,"Meanwhile, Barney was taking Marshall out to meet women for the first time since he was 17.",17,<em>At MacLaren's.</em><strong>Ted from 2030</strong>
2,2,Hi. Have you met Marshall?,5,<strong>Barney</strong>
2,2,Hi.,1,<strong>Woman</strong>
2,2,"Hi. Look how sweaty my hands are! It's weird, right? Uh, sweat. Like this... Smelly water coming out of your skin. It was nice meeting you.",26,<strong>Marshall</strong>
2,2,"I-I-I Hate to interrupt but, uh... Do you like magic?",10,<strong>Barney</strong>
2,2,"Umm... I guess. <em>(Barney makes a trick, Umm, I guess is writing on his hand).</em> Oh my God! (<em>Barney does it again, Oh my God! appears on his hand)</em> Anyway, Marshall here is awesome. Salad in a bag? His idea!",40,<strong>Woman</strong>
2,2,"Dude, you were awesome last night. You were charming, you were funny. You were totally working that girl.",18,<strong>Barney</strong>
2,2,You went home with her!,5,<strong>Marshall</strong>
2,2,"Yes, I did. But she told me that if it wasn't for me you would've had a shot with her. So in hypothetical terms, you scored last night! All right! Hypothetical high five! Nice! Tonight, we're gonna go to the bar...",41,<strong>Barney</strong>
2,2,"Barney, no, I'm not going out with you ever again.",10,<strong>Marshall</strong>
2,2,Come on! I'll teach you all my strategies!,8,<strong>Barney</strong>
2,2,"Oh, really?",2,<strong>Marshall</strong>
2,2,"My favorite, number seven. Create a mystery about yourself. That way, they become so intrigued that they have to hang out with you all night.",25,<strong>Barney</strong>
2,2,"Oh, come on. Does that really work?",7,<strong>Marshall</strong>
2,2,Maybe it does and maybe it doesn't.,7,<strong>Barney</strong>
2,2,"Dammit that's intriguing! OK, I'm in.",6,<strong>Marshall</strong>
2,2,You've gotta hear this.,4,<strong>Robin</strong>
2,2,You will not believe what just happened.,7,<strong>Ted</strong>
2,2,You go first.,3,<strong>Robin</strong>
2,2,I find a 1939 penny on the subway. Just imagine the history this little copper guy's seen...,17,<strong>Ted</strong>
2,2,Lily is back in town.,5,<strong>Robin</strong>
2,2,And you let me go first?! Have you seen her?,10,<strong>Ted</strong>
2,2,"Uh, yeah. I actually went apartment hunting with her today.",10,<strong>Robin</strong>
2,2,How is she doing?,4,<strong>Ted</strong>
2,2,You're not gonna like it.,5,<strong>Robin</strong>
2,2,"I am doing great. This summer, best thing ever. San Francisco is so happening right now.",16,<strong>Lily</strong>
2,2,She's happy? Marshall had the worst summer of his life and she's happy. And I suppose her art program was fulfilling or whatever.,23,<strong>Ted</strong>
2,2,"Oh, the art program, best thing ever.",7,<strong>Lily</strong>
2,2,"Oh my God, this is your best work. In all my years teaching, I've never seen anything so... Needless to say, this is art! I can't teach you anything. <em>.</em>",30,<strong>Man</strong>
2,2,"But the best part of SF - oh that's what we call San Francisco - the people. Even just riding around on the bus all summer, it was like a human tapestry.",32,<strong>Lily</strong>
2,2,"Hi, I'm Mike. I'm a Buddhist monk slash adventure writer travel.",11,in a bus.</em><strong>Man 1</strong>
2,2,I'm Paula. I sing in a punk band for children. Yeah!,11,<strong>Woman</strong>
2,2,"I'm Dan. I'm a neurosurgeon. You are stunning, by the way.",11,<strong>Man 2</strong>
2,2,"Wow, I am so happy for you.",7,<strong>Robin</strong>
2,2,"Oh, she's such a... godda... God! After what she did to Marshall, she should come back here devastated. Crawling over the broken glass of her own shame and regret.",29,<strong>Ted</strong>
2,2,You never chose sides. I respect that.,7,<strong>Robin</strong>
2,2,She's unbelievable! Unbelievable!,3,<strong>Ted</strong>
2,2,Unbelievable? What's unbelievable?,3,<strong>Marshall</strong>
2,2,"Uh, listen Marshall...",3,<strong>Ted</strong>
2,2,Ted found a penny on the subway and it's old and that's interesting.,13,<strong>Robin</strong>
2,2,Way to go.,3,<strong>Marshall</strong>
2,2,"OK, first of all, that is interesting. Second, we have to tell him.",13,<strong>Ted</strong>
2,2,"No, we don't. He's just starting to get better. Going out with Barney. How do you think he'll feel when he hears Lily's moved on?",25,<strong>Robin</strong>
2,2,She's moved on?,3,<strong>Ted</strong>
2,2,"Well, it happens. I've fallen out of love faster than that before. Sometimes, boom, with no warning whatsoever. One day we're in love, the next day, he's dead to me. But we're great! Honey?",34,<strong>Robin</strong>
2,2,Let's review Barney's rules for mating without dating. Lesson two,10,<strong>Barney</strong>
2,2,Make a beautiful woman feel self-conscious and unattractive and she'll be putty in your hands.,15,<strong>Marshall</strong>
2,2,Excellent. Have you chosen your entrée?,6,<strong>Barney</strong>
2,2,"I have. A sweet brunette, eight o'clock. Nine o'clock. Ten; thirty. She's walking to the bar.",16,<strong>Marshall</strong>
2,2,"Her? Really? No, you're right. Ambition is the enemy of success. OK, hit it.",14,<strong>Barney</strong>
2,2,"Hey four-eyes. You got astigmatism or something? I'm sorry, I was trying to be playful but I just got out of a lonf relationship. I have no idea what I'm doing! I'm Marshall.",33,<strong>Marshall</strong> <em>(to the girl)</em>
2,2,"Hi Marshall. Amy. Don't worry, I've been there. Hold on.",10,<strong>Girl</strong>
2,2,Nice recovery. I think it's working.,6,<strong>Barney</strong>
2,2,"Um, Amy, this is my friend Barney. Barney, this is Amy.",11,<strong>Marshall</strong>
2,2,"Hey Barney, nice to meet you.",6,<strong>Amy</strong>
2,2,"Hi. Amy, do you like... magic?",6,<strong>Barney</strong>
2,2,I hate you.,3,<strong>Marshall</strong>
2,2,I am so sorry. It's a sickness. I'm the real victim here.,12,<strong>Barney</strong>
2,2,Twice! Twice in a row you took my candy! That was my candy!,13,<strong>Marshall</strong>
2,2,I know but tonight...,4,<strong>Barney</strong>
2,2,"No, forget it. You're such a jackass!",7,<strong>Marshall</strong>
2,2,"I though you were gonna call me a jerk. All right, I'm sorry. But I will make it up to you. Tonight, we'll go to a college bar near NYU. The Scorpion &amp; The Toad. I figure in a younger crowd you'll seem more mature, more worldly. And, as a third-year law student, more smarter.",55,<strong>Barney</strong> <em>(with you're a jerk writing on his hand)</em>
2,2,"OK, but no magic. <em>.</em> How did you do that?",10,<strong>Marshall</strong>
2,2,"I'm taking a leak, dumb-ass.",5,<strong>Barney</strong>
2,2,Robin and I went apartment hunting with Aunt Lily.,9,<em>In a building.</em><strong>Ted from 2030</strong>
2,2,"But I need the freedom to really chase my passion, which was painting but now, I think it's music, or spoken words. Maybe both. God, isn't life amazing.",28,<strong>Lily</strong>
2,2,Yeah.,1,<strong>Ted</strong>
2,2,It is so great to see you Ted. Ah! I'm gonna get the key for the lockbox.,17,<strong>Lily</strong>
2,2,What?,1,<strong>Robin</strong>
2,2,"She's miserable. She's realized she's made a huge mistake. Her and Marshall will be back together in a week, I love it!",22,<strong>Ted</strong>
2,2,"No, you just want Lily to be miserable. The truth is she's happy.",13,<strong>Robin</strong>
2,2,Trust me. I've known Lily for nine years.,8,<strong>Ted</strong>
2,2,"Trust me, I'm a girl!",5,<strong>Robin</strong>
2,2,Yeah. But you're Canadian.,4,<strong>Ted</strong>
2,2,Why do you always have to bring that up?,9,<strong>Robin</strong>
2,2,You're our weird neighbors!,4,<strong>Ted</strong>
2,2,You bring it up every time...,6,<strong>Robin</strong>
2,2,"No, alright. Five bucks says she still wants Marshall.",9,<strong>Ted</strong>
2,2,You're on.,2,<strong>Robin</strong>
2,2,Five American bucks.,3,<strong>Ted</strong>
2,2,"Dammit! OK, so how do we get the truth out of her?",12,<strong>Robin</strong>
2,2,"Tequila. It's her weakness. Three shots, she tells you the truth about anything.",13,Ted
2,2,"I hope this is my new home. <em></em> Yeah, I'm gonna take that first apartment.",15,<em>(Lily come back.)</em>Lily
2,2,"Marshall Eriksen, suit up!",4,<strong>Barney</strong>
2,2,No way.,2,<strong>Marshall</strong>
2,2,Yeah you're good in that. Let's go.,7,<strong>Barney</strong>
2,2,Wait. Empty your pockets. Come on.,6,<strong>Marshall</strong>
2,2,Come on...,2,<strong>Barney</strong>
2,2,Sleeves.,1,<strong>Marshall</strong>
2,2,There is nothing in my sl...,6,<strong>Barney</strong>
2,2,Oh is that right?,4,<strong>Marshall</strong>
2,2,Huh? Huh? Let's go.,4,<strong>Barney</strong>
2,2,Behind my ear.,3,<strong>Marshall</strong>
2,2,Oh there is nothing behind your... Ohh!,7,<strong>Barney</strong>
2,2,Ohh!,1,<strong>Marshall</strong>
2,2,"Yeah, I'm in pre-law. The workload's killing me though.",9,<strong>Girl</strong>
2,2,"Oh, tell me about it. I'm a third year at Columbia Law, so... If the workload does kill you I can probably get a conviction. Yeah.",26,<strong>Marshall</strong>
2,2,"You must be majoring in chemistry 'cause what I'm picking up between us is, uh... <em>(The girl leaves / to the girl's friend)</em> College lesbian phase.",26,<em>In an other spot of the Scorpion &amp; the Toad.</em><strong>Barney</strong> <em>(to a girl)</em>
2,2,"Listen, I gotta go. But it'd be great to see you again.",12,<strong>Girl</strong>
2,2,"Yes, it would. It really would.",6,<strong>Marshall</strong>
2,2,Maybe I'll see you here sometimes.,6,<strong>Girl</strong>
2,2,"Probably not. I'm never here, so...",6,<strong>Marshall</strong>
2,2,"You know, I do have a phone number.",8,<strong>Girl</strong>
2,2,Great. Nice.,2,<strong>Marshall</strong>
2,2,"Hi, I'm Barney.",3,<strong>Barney</strong>
2,2,"Oh, no.",2,<strong>Marshall</strong>
2,2,Do you mind giving my friend your phone number?,9,<strong>Barney</strong>
2,2,Sure.,1,<strong>Girl</strong>
2,2,"Whoo! I did it! I got a girl's phone number! Oh, and her handwriting is so cute. Look. I'll take her out for Chinese food and then we'll walk through the park. It'll be so... What?",36,<strong>Marshall</strong>
2,2,"Sorry buddy, I'm taking this one too.",7,<strong>Barney</strong>
2,2,I'll kill you!,3,<strong>Marshall</strong> <em>(choking Barney)</em>
2,2,"And then I discovered this area, North beach. Best beach ever! Oh, I've been blabbering on about my summer. How are you guys doing? And hey, how is Marshall?",29,<strong>Lily</strong>
2,2,Gimme the card! I swear I'm gonna...,7,<strong>Marshall</strong>
2,2,I'm not giving you...,4,<strong>Barney</strong>
2,2,Terrific.,1,<strong>Ted</strong>
2,2,"That is so good to hear. <em>(Lily's phone rings).</em> Oh, hold on. This could be about he apartment. <em>.</em>",19,<strong>Lily</strong>
2,2,"OK, we're way past truth-telling Lily and about to hit Cinco-de-Mayo-1998 Lily, and I'm not cleaning that up again. So, congratulations. You win, she's happy.",25,<strong>Ted</strong>
2,2,I didn't get it. That first apartment. I... I waited too long and somebody else got it. <em>.</em>,18,<strong>Lily</strong>
2,2,"Interesting. Wow Lily, you, uh, seem to be having a pretty strong reaction to losing this apartment. I wonder is it because it reminds you of something you lost because you couldn't commit?",33,<strong>Ted</strong>
2,2,"No, Lily you're crying over the crown moulding and the real hardwood floor. There's no deeper meaning, right Lily? Just quit crying and tell him.",25,<strong>Robin</strong>
2,2,The apartment is a metaphor for Marshall! <em></em>,8,<strong>Lily</strong>
2,2,Stop it!,2,<strong>Barney</strong>
2,2,You don't want to see me when I'm angry!,9,<strong>Marshall</strong>
2,2,"Stop! If we can't settle this like gentlemen, then no one gets the number. <em>.</em>",15,<strong>Barney</strong>
2,2,Stop the cab! <em></em>,4,<strong>Marshall</strong>
2,2,"No, wait. Come on. Wait. Marshall! 81st and 1st please. <em></em>. Oh, she does have a cute handwriting.",18,<strong>Barney</strong>
2,2,About hangovers - everyone has their own special remedy.,9,<em>In a snack-bar.</em><strong>Ted from 2030</strong>
2,2,"Morning guys, what can I get you?",7,<strong>Waiter</strong>
2,2,"Shhh! Bring me the dirtiest, greasiest tuna melt you got. And a milkshake.",13,<strong>Lily</strong>
2,2,"For you, sir?",3,<strong>Waiter</strong>
2,2,Gravy.,1,<strong>Ted</strong>
2,2,You want that gravy on something?,6,<strong>Waiter</strong>
2,2,Surprise me.,2,<strong>Ted</strong>
2,2,I'd take you with gravy if my boyfriend wasn't sitting right here! Just kidding. I'm good.,16,<strong>Robin</strong>
2,2,What are you charpy about?,5,<strong>Lily</strong>
2,2,She's still drunk from last night.,6,<strong>Ted</strong>
2,2,I don't think so! Whoo!,5,<strong>Robin</strong>
2,2,"Look, if you want Marshall back so bad, how come it took you two days to ask about him?",19,<strong>Ted</strong>
2,2,I was dying to ask. I was just trying to play it cool. But really...,15,<strong>Lily</strong>
2,2,"But it's good, I mean work's great...",7,<strong>Robin</strong>
2,2,"Say something about Marshall. Where is Marshall? How's Marshall? What's Marshall doing right now? <em></em> Shut up and talk about Marshall. Shut up and talk about Marshall! Shut up and talk about Marshall! Marshall! Marshall! Marshall! Marshall! Aaah I gotta ask! <em>(Then, the three of them are in Robin's apartment)</em> And, hey, how is Marshall?",55,<strong>Lily</strong>
2,2,It was such an awful summer! I just wanted to get back here and see him.,16,<strong>Lily</strong>
2,2,But I thought your summer was great?!,7,<strong>Ted</strong>
2,2,Not exactly...,2,<strong>Lily</strong>
2,2,Oh my God! This is your best work?! In all my years teaching I've never seen something so... needless. To say this is art... I can't teach you anything.,29,<strong>Man</strong>
2,2,So all those interesting people you met on the bus...?,10,<strong>Ted</strong>
2,2,"Yeah, um...",2,<strong>Lily</strong>
2,2,I'm Mike. I'm a Buddhist monk slash adventure writer travel.,10,<strong>Man</strong>
2,2,"I never got in touch because I was too embarrassed. I screwed everything up. I have no job, no place to live. I lost the love of my life. Look, I know I have no right to ask this but do you think Marshall would take me back?",48,<strong>Lily</strong>
2,2,"In a heartbeat. If you called him up, yeah, he'd take you back with open arms.",16,<strong>Ted</strong>
2,2,"Wow. So, maybe I should call him?",7,<strong>Lily</strong>
2,2,"Maybe. No! This is... Ooww... Hold on. Look. If you're gonna go back to him, I don't wanna hear the word &quot;maybe&quot;. &quot;Maybe&quot; cannot be in your vocabulary. This break-up almost killed him. And he cannot go through it again. So, unless you're absolutely certain, stay the hell away from him.",51,<strong>Ted</strong>
2,2,This guy like pennies!,4,<strong>Robin</strong> <em>(laughing)</em>
2,2,Hi Marshall.,2,<strong>Barney</strong>
2,2,"No, go away, I don't want to talk to you.",10,<strong>Marshall</strong>
2,2,"OK. I know what I did a couple nights back was is in a moral grey area. But the great news is she loved you. If things had gone your way, you'd gone out a couple time, I think she definitely would've had s*x with you.",46,<strong>Barney</strong>
2,2,"There is no &quot;would&quot; in s*x. There totally is. I'm just no good at this Barney! I'm good at being in a couple. I'm good at being Lily's boyfriend. Being single, forget it.",33,<strong>Marshall</strong>
2,2,"You can't give up now. What if I told you that you could relive that night with the exact same conversations, the exact same jokes, only this time you get her and I don't.",34,<strong>Barney</strong>
2,2,That's not possible.,3,<strong>Marshall</strong>
2,2,"Oh, but it is. She has... Wait for it. Here it comes. Almost there...an identical twin. Yes!",17,<strong>Barney</strong>
2,2,A twin isn't the same person.,6,<strong>Marshall</strong>
2,2,"Of course, it is. What do you think &quot;identical&quot; means? &quot;Ident-&quot; - same. &quot;-ical&quot; - person. Same person. Hey, we could double date.",23,<strong>Barney</strong>
2,2,Fine.,1,<strong>Marshall</strong>
2,2,Ah!,1,<strong>Barney</strong>
2,2,"But you have to promise me you're not gonna steal my new twin and leave me with your old, used-up twin.",21,<strong>Marshall</strong>
2,2,Used-up? They're a human being Marshall.,6,<strong>Barney</strong>
2,2,So Uncle Marshall and Uncle Barney went out on a double date with the twins.,15,<strong>Ted from 2030</strong>
2,2,How are you doing?,4,<strong>Barney</strong>
2,2,Great. Amazing. This is so much fun. Me and the girl are really cliking.,14,<strong>Marshall</strong>
2,2,"You are. You definitely are. Listen, you're gonna have to leave now. I just talked with the twins and, get this, I'm going home with both of them! Yeah. That's happening.",31,<strong>Barney</strong>
2,2,It is impossible that you're doing this to me again.,10,<strong>Marshall</strong>
2,2,But they're twins.,3,<strong>Barney</strong>
2,2,You said to me that being single would be like being in a candy store.,15,<strong>Marshall</strong>
2,2,"Well, it's not like a candy store. It's a lawless, post-apocalyptic wasteland. I may be your best friend...",18,<strong>Barney</strong>
2,2,Ted's my best friend.,4,<strong>Marshall</strong>
2,2,"...but in this world it's every hombre for himself. That's what being single is. And after nine years of captivity, that is the single greatest lesson I can teach you about surviving in the wild. Now, if you'll excuse me, I have two unique breasts an two duplicates waiting for me. <em>(Barney rejoins the twins, Marshall leaves the bar).</em> Oh bad news. Marshall got food poisoning.",66,<strong>Barney</strong>
